,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
550,Amal Ltd,AMAL,Amal Ltd.,Active,X ,10,INE841D01013,Specialty Chemicals,Equity,506597
551,Polychem Ltd,POLYCHEM,Polychem Ltd.,Active,X ,10,INE752B01024,Commodity Chemicals,Equity,506605
552,Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,Punjab Chemicals And Crop Protection Ltd.-$,Active,B ,10,INE277B01014,Agrochemicals,Equity,506618
553,"Gujchem Distillers India Ltd.,",GUJCMDS,Gujchem Distillers India Ltd.,Active,XT,10,INE218N01013,Commodity Chemicals,Equity,506640
554,"Sadhana Nitrochem Ltd.,",SADHNANIQ,Sadhana Nitrochem Ltd.,Active,X ,1,INE888C01040,Commodity Chemicals,Equity,506642
555,"Sudarshan Chemical Indus. Ltd.,",SUDARSCHEM,Sudarshan Chemical Industries Ltd.,Active,A ,2,INE659A01023,Specialty Chemicals,Equity,506655
556,"Ultramarine & Pigments Ltd.,",ULTRAMAR,Ultramarine & Pigments Ltd.-$,Active,X ,2,INE405A01021,Specialty Chemicals,Equity,506685
557,"Transpek Industry Ltd.,",TRANSPEK,Transpek Industry Ltd.-$,Active,X ,10,INE687A01016,Commodity Chemicals,Equity,506687
558,"Unichem Laboratories Ltd.,",UNICHEMLAB,Unichem Laboratories Ltd.,Active,A ,2,INE351A01035,Pharmaceuticals,Equity,506690
559,"Mysore Petro Chemicals Ltd.,",MYSORPETRO,Mysore Petro Chemicals Ltd.-$,Active,X ,10,INE741A01011,Commodity Chemicals,Equity,506734
560,"Alkyl Amines Chemicals Ltd.,",ALKYLAMINE,Alkyl Amines Chemicals Ltd.-$,Active,A ,2,INE150B01039,Specialty Chemicals,Equity,506767
561,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,Active,X ,10,INE400A01014,Commodity Chemicals,Equity,506808
562,AstraZeneca Pharma India Ltd.,ASTRAZEN,Astrazeneca Pharma India Ltd.,Active,A ,2,INE203A01020,Pharmaceuticals,Equity,506820
563,"Punjab Alkalies & Chemicals Ltd.,",PACL,Punjab Alkalies & Chemicals Ltd.,Active,X ,10,INE607A01014,Commodity Chemicals,Equity,506852
564,"TANFAC Industries Ltd.,",TANFACIND,Tanfac Industries Ltd.-$,Active,X ,10,INE639B01015,Commodity Chemicals,Equity,506854
565,Gujarat Petrosynthese Ltd.,GUJPETR,Gujarat Petrosynthese Ltd.,Active,XT,10,INE636P01011,Fibres & Plastics,Equity,506858
566,"Master Chemicals Ltd.,",MASCH,Master Chemicals Ltd.,Active,XT,10,INE523D01017,Textiles,Equity,506867
567,Gujarat Themis Biosyn Ltd.,GUJTHEM,Gujarat Themis Biosyn Ltd.,Active,X ,5,INE942C01029,Pharmaceuticals,Equity,506879
568,"Jaysynth Dyestuff (India) Ltd.,",JAYSYN,Jaysynth Dyestuff (India) Ltd.,Active,X ,1,INE703C01025,Specialty Chemicals,Equity,506910
569,Makers Laboratories Ltd.,MAKERSL,Makers Laboratories Ltd.-$,Active,X ,10,INE987A01010,Pharmaceuticals,Equity,506919
570,"Continental Chemicals Ltd.,",CONTCHM,Continental Chemicals Ltd.,Active,XT,10,INE423K01015,IT Software Products,Equity,506935
571,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,J.B.Chemicals & Pharmaceuticals Ltd.,Active,A ,2,INE572A01028,Pharmaceuticals,Equity,506943
572,"Indo Gulf Industries  Ltd.,",IGLFXPL-B,Indo Gulf Industries Ltd.,Active,P ,1,INE684U01011,Specialty Chemicals,Equity,506945
573,"Advance Petrochemicals Ltd.,",ADVPETR-B,Advance Petrochemicals Ltd.,Active,P ,10,INE334N01018,Commodity Chemicals,Equity,506947
574,"Rajasthan Petro Synthetics Ltd.,",RAJSPTR,Rajasthan Petro Synthetics Ltd.,Active,P ,10,INE374C01017,Textiles,Equity,506975
575,"Blue Chip Tex Industries Ltd.,",BLUECHIPT,Blue Chip Tex Industries Ltd.,Active,X ,10,INE472D01017,Textiles,Equity,506981
576,"Jagatjit Industries Ltd.,",JAGAJITIND,Jagatjit Industries Ltd.,Active,XT,10,INE574A01016,Breweries & Distilleries,Equity,507155
577,"Kesar Enterprises Ltd.,",KESARENT,Kesar Enterprises Ltd.-$,Active,XT,10,INE133B01019,Sugar,Equity,507180
578,Tilaknagar Industries Ltd,TI,Tilaknagar Industries Ltd.-$,Active,T ,10,INE133E01013,Breweries & Distilleries,Equity,507205
579,Emerald Leisures Limited,EMERALL,Emerald Leisures Ltd,Active,XT,5,INE044N01021,Other Leisure Facilities,Equity,507265
580,"Ravalgaon Sugar Farm Ltd.,",RAVALSUGAR,Ravalgaon Sugar Farm Ltd.,Active,XT,50,INE615A01017,Sugar,Equity,507300
581,Sakthi Sugars Ltd.,SAKHTISUG,Sakthi Sugars Ltd.,Active,T ,10,INE623A01011,Sugar,Equity,507315
582,Walchandnagar Industries Ltd,WALCHANNAG,Walchandnagar Industries Ltd.,Active,B ,2,INE711A01022,Diversified,Equity,507410
583,"Khoday India Ltd.,",KHODAY,Khoday India Ltd.-$,Active,XT,10,INE687B01014,Breweries & Distilleries,Equity,507435
584,IFB Agro Industries Ltd,IFBAGRO,Ifb Agro Industries Ltd.,Active,B ,10,INE076C01018,Breweries & Distilleries,Equity,507438
585,Dharani Sugars & Chemicals Ltd,DHARSUGAR,Dharani Sugars & Chemicals Ltd.,Active,T ,10,INE988C01014,Sugar,Equity,507442
586,Kothari Fermanatation & Biochem Ltd,KFBL,Kothari Fermentation & Biochem Ltd.,Active,X ,10,INE991B01010,Other Food Products,Equity,507474
587,Caprolactam Chemicals ltd.,CAPRO,Caprolactam Chemicals Ltd.,Active,XT,10,INE470N01010,Commodity Chemicals,Equity,507486
588,G.M. Breweries Ltd.,GMBREW,G.M.Breweries Ltd.,Active,B ,10,INE075D01018,Breweries & Distilleries,Equity,507488
589,Rana Sugars Ltd.,RANASUG,Rana Sugars Ltd.,Active,T ,10,INE625B01014,Sugar,Equity,507490
590,Piccadily Sugar  & Allied Ltd.,PICCASUG,Piccadily Sugar & Allied Industries Ltd.,Active,XT,10,INE544C01023,Sugar,Equity,507498
591,Som Distilleries & Breweries Ltd.,SDBL,Som Distilleries & Breweries Ltd.,Active,B ,5,INE480C01020,Breweries & Distilleries,Equity,507514
592,"C.J. Gelatine Products Ltd.,",CJGEL,C.J.Gelatine Products Ltd.,Active,XT,10,INE557D01015,Specialty Chemicals,Equity,507515
593,Amrit Corp Limited,AMRITCORP,Amrit Corp.Ltd.-$,Active,X ,10,INE866E01026,Packaged Foods,Equity,507525
594,Associated Alcohols & Breweries Ltd,ASALCBR,Associated Alcohols & Breweries Ltd.,Active,B ,10,INE073G01016,Breweries & Distilleries,Equity,507526
595,Coromandel Agro Products & Oils Ltd,CORAGRO,Coromandel Agro Products & Oils Ltd.,Active,P ,10,INE495D01018,Edible Oils,Equity,507543
596,Foods & Inns Ltd.,FOODSIN,Foods & Inns Ltd.,Active,X ,1,INE976E01023,Other Food Products,Equity,507552
597,"IVP Ltd.,",IVP,Ivp Ltd.,Active,B ,10,INE043C01018,Commodity Chemicals,Equity,507580
598,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,Active,X ,10,INE014E01015,Other Food Products,Equity,507598
599,"Olympic Oil Industries Ltd.,",OLYOI,Olympic Oil Industries Ltd.,Active,XT,10,INE286E01019,Other Agricultural Products,Equity,507609
600,"Milkfood Ltd.,",MLKFOOD,Milkfood Ltd.,Active,X ,10,INE588G01013,Packaged Foods,Equity,507621
601,"Polson Ltd.,",POLSON,Polson Ltd.,Active,X ,50,INE339F01021,Specialty Chemicals,Equity,507645
602,"Sagar Soya Products Ltd.,",SAGRSOY-B,Sagar Soya Products Ltd.,Active,P ,10,INE131O01024,Edible Oils,Equity,507663
603,"Wipro  Ltd.,",WIPRO,Wipro Ltd.,Active,A ,2,INE075A01022,IT Consulting & Software,Equity,507685
604,"Orient Beverages Ltd.,",ORIBEVER,Orient Beverages Ltd.,Active,X ,10,INE247F01018,Non-alcoholic Beverages,Equity,507690
605,Dhanuka Agritech Ltd.,DHANUKA,Dhanuka Agritech Ltd.,Active,A ,2,INE435G01025,Agrochemicals,Equity,507717
606,"TTK Healthcare Ltd.,",TTKHEALTH,Ttk Healthcare Ltd.-$,Active,B ,10,INE910C01018,Pharmaceuticals,Equity,507747
607,TGV SRAAC LIMITED,TGVSL,Tgv Sraac Ltd,Active,X ,10,INE284B01028,Commodity Chemicals,Equity,507753
608,Lime Chemicals Ltd.,LIMECHM,Lime Chemicals Ltd.,Active,X ,10,INE891G01011,Commodity Chemicals,Equity,507759
609,Kanpur Plastipack Limited,KANPRPLA,Kanpur Plastipack Ltd.,Active,B ,10,INE694E01014,Containers & Packaging,Equity,507779
610,Tainwala Chemicals & Plastics Ltd,TAINWALCHM,Tainwala Chemicals & Plastics (India) Ltd.,Active,T ,10,INE123C01018,Plastic Products,Equity,507785
611,"Jagsonpal Pharmaceuticals Limited,",JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd.,Active,B ,5,INE048B01027,Pharmaceuticals,Equity,507789
612,Khaitan Chemicals & Fertilizers Ltd,KHAICHEM,Khaitan Chemicals & Fertilizers Ltd.,Active,B ,1,INE745B01028,Fertilizers,Equity,507794
613,United Leasing & Industries Ltd,UNTTEMI,United Leasing & Industries Ltd.,Active,P ,10,INE357P01014,Textiles,Equity,507808
614,"National Oxygen Ltd.,",NOL,National Oxygen Ltd.,Active,XT,10,INE296D01010,Industrial Gases,Equity,507813
615,Gillette India Ltd.,GILLETTE,Gillette India Ltd.,Active,A ,10,INE322A01010,Personal Products,Equity,507815
616,"Wires & Fabriks (SA) Ltd.,",WIREFABR,Wires & Fabriks (Sa) Ltd.,Active,X ,10,INE469D01013,Textiles,Equity,507817
617,ANSAL HOUSING LIMITED,ANSALHSG,Ansal Housing Ltd-$,Active,B ,10,INE880B01015,Realty,Equity,507828
618,"Mac Charles (India) Ltd.,",MCCHRLS-B,Mac Charles (India) Ltd.,Active,X ,10,INE435D01014,Hotels,Equity,507836
619,"Addi Industries Ltd.,",ADDIND,Addi Industries Ltd.-$,Active,XT,5,INE757C01021,Other Apparels & Accessories,Equity,507852
620,Pioneer Investcorp Ltd,PIONRINV,Pioneer Investcorp Ltd.,Active,X ,10,INE746D01014,Other Financial Services,Equity,507864
621,Ashnoor Textiles Mills Ltd.,ASHNOOR,Ashnoor Textile Mills Ltd.,Active,XT,10,INE372I01018,Textiles,Equity,507872
622,"Unitech Ltd.,",UNITECH,Unitech Ltd.,Active,Z ,2,INE694A01020,Realty,Equity,507878
623,"V.I.P. Industries Ltd.,",VIPIND,V.I.P.Industries Ltd.-$,Active,A ,2,INE054A01027,Other Apparels & Accessories,Equity,507880
624,"Dhruv Estates Ltd.,",DHRUVES,Dhruv Estates Ltd.,Active,XT,10,INE780E01011,Realty,Equity,507886
625,Schablona India Ltd,SCHABLON,Schablona India Ltd.,Active,X ,4,INE024C01026,Furniture-Furnishing-Paints,Equity,507894
626,FIBERWEB (INDIA) LTD.,FIBERWEB,Fiberweb (India) Ltd.,Active,X ,10,INE296C01020,Plastic Products,Equity,507910
627,LKP Finance Limited,LKPFIN,Lkp Finance Limited,Active,X ,10,INE724A01017,Other Financial Services,Equity,507912
628,"Manipal Finance Corporation Ltd.,",MNPLFIN,Manipal Finance Corporation Ltd.,Active,P ,10,INE798E01013,Finance (including NBFCs),Equity,507938
629,"Bajaj Steel Industries Ltd.,",BAJAJST,Bajaj Steel Industries Ltd.,Active,X ,5,INE704G01024,Industrial Machinery,Equity,507944
630,Kiduja  India  Ltd,KIDUJA,Kiduja India Ltd.,Active,X ,10,INE845A01010,Comm.Trading  & Distribution,Equity,507946
631,Key Corp Ltd,KEYCORP,Key Corp Ltd.,Active,XT,10,INE130F01016,Finance (including NBFCs),Equity,507948
632,Shikhar Leasing and Trading Ltd.,SHIKHARLETR,Shikhar Leasing & Trading Ltd.,Active,XT,10,INE02BV01019,Finance (including NBFCs),Equity,507952
633,Gujarat Hotels Ltd.,GUJHOTE,Gujarat Hotels Ltd.,Active,X ,10,INE621C01011,Hotels,Equity,507960
634,Rajath Finance Limited,RAJATH,Rajath Finance Limited,Active,X ,10,INE455H01013,Finance (including NBFCs),Equity,507962
635,"Ras Resorts & Apart Hotels Ltd.,",RASRESOR,Ras Resorts & Apart Hotels Ltd.,Active,X ,10,INE651D01016,Hotels,Equity,507966
636,Paramount Cosmetics (India) Ltd,PARMCOS-B,Paramount Cosmetics (India) Ltd.,Active,Z ,10,INE143I01013,Personal Products,Equity,507970
637,"Jindal Hotels Ltd.,",JINDHOT,Jindal Hotels Ltd.,Active,X ,10,INE726D01016,Hotels,Equity,507981
638,"Jupiter Industries & Leasing Ltd.,",JPTRLES,Jupiter Industries & Leasing Ltd.,Active,P ,10,INE990E01016,Finance (including NBFCs),Equity,507987
639,Simmonds-Marshall Ltd,SIMMOND,Simmonds Marshall Ltd.,Active,X ,2,INE657D01021,Auto Parts & Equipment,Equity,507998
640,B & A Ltd.,BNALTD,B & A Ltd.,Active,X ,10,INE489D01011,Tea & Coffee,Equity,508136
641,"Ledo Tea Co. Ltd.,",LEDOTEA,Ledo Tea Co.Ltd.,Active,X ,10,INE643B01017,Tea & Coffee,Equity,508306
642,Hawkins Cooker Ltd.,HAWKINCOOK,Hawkins Cookers Ltd.-$,Active,A ,10,INE979B01015,Houseware,Equity,508486
643,Warren Tea Ltd.,WARRENTEA,Warren Tea Ltd.-$,Active,X ,10,INE712A01012,Tea & Coffee,Equity,508494
644,Cochin Malabar Estates & Indus. Ltd,COCHMAL,Cochin Malabar Estates & Industries Ltd.,Active,X ,10,INE788M01017,Auto Tyres & Rubber Products,Equity,508571
645,Best Eastern Hotels Limited,BESTEAST,Best Eastern Hotels Ltd.,Active,X ,1,INE553F01035,Hotels,Equity,508664
646,"Neelamalai Agro Industries Ltd.,",NEAGI,Neelamalai Agro Industries Ltd.,Active,X ,10,INE605D01012,Tea & Coffee,Equity,508670
647,IST Limited,ISTLTD,Ist Ltd.,Active,XT,5,INE684B01029,Auto Parts & Equipment,Equity,508807
648,"Cosmo Films Ltd.,",COSMOFILMS,Cosmo Films Ltd.,Active,A ,10,INE757A01017,Containers & Packaging,Equity,508814
649,New Markets Advisory Ltd,NEWMKTADV,New Markets Advisory Ltd.,Active,XT,10,INE800K01014,IT Software Products,Equity,508867
650,"Apollo Hospitals Enterprises Ltd.,",APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Active,A ,5,INE437A01024,Healthcare Facilities,Equity,508869
651,Nitin Castings Limited,NITINCAST,Nitin Castings Ltd,Active,X ,5,INE861H01020,Misc.Commercial Services,Equity,508875
652,"SMIFS Capital Markets Ltd.,",SMIFS,Smifs Capital Markets Ltd.,Active,X ,10,INE641A01013,Other Financial Services,Equity,508905
653,Everest Industries Ltd.,EVERESTIND,Everest Industries Ltd.,Active,B ,10,INE295A01018,Cement & Cement Products,Equity,508906
654,IRONWOOD EDUCATION LIMITED,IRONWOOD,Ironwood Education Ltd,Active,X ,10,INE791H01011,Education,Equity,508918
655,MSR India Limited,MSRINDIA,Msr India Ltd.,Active,XT,5,INE331L01026,Houseware,Equity,508922
656,"Northern Projects Ltd.,",NORTHPR,Northern Projects Ltd.,Active,XT,10,INE01CZ01010,Misc.Commercial Services,Equity,508924
657,Joy Realty Limited,JOYREALTY,Joy Realty Limited,Active,XT,10,INE433O01024,Realty,Equity,508929
658,AYM Syntex Limited,AYMSYNTEX,Aym Syntex Ltd,Active,B ,10,INE193B01039,Textiles,Equity,508933
659,Panasonic Carbon India Co.Ltd,PANCARBON,Panasonic Carbon India Co.Ltd.-$,Active,X ,10,INE013E01017,Other Industrial Goods,Equity,508941
660,Finkurve Financial Services Limited,FINKURVE,Finkurve Financial Services Ltd,Active,X ,1,INE734I01027,Finance (including NBFCs),Equity,508954
661,"HB Leasing & Finance Co. Ltd.,",HBLEAS,Hb Leasing & Finance Co.Ltd.,Active,XT,10,INE549B01016,Finance (including NBFCs),Equity,508956
662,"Shricon Industries Ltd.,",SHRICON,Shricon Industries Ltd.,Active,XT,10,INE753D01010,Finance (including NBFCs),Equity,508961
663,Sterling Guarantee & Fin. Ltd,STRLGUA,Sterling Guaranty & Finance Ltd.,Active,XT,10,INE668Y01016,Finance (including NBFCs),Equity,508963
664,Sulabh Engineers & Services Limited,SULABEN,Sulabh Engineers & Services Ltd.,Active,X ,1,INE673M01029,Finance (including NBFCs),Equity,508969
665,Frontier Capital Limited,FRONTCAP,Frontier Capital Ltd,Active,XT,10,INE977E01013,Misc.Commercial Services,Equity,508980
666,Navneet Education Limited,NAVNETEDUL*,Navneet Education Limited,Active,A ,2,INE060A01024,Publishing,Equity,508989
667,"Kedia Construction Co. Ltd.,",KEDIACN,Kedia Construction Co.Ltd.,Active,XT,5,INE511J01027,Realty,Equity,508993
668,Satra Properties(India) Ltd,SATRAPROP,Satra Properties (India) Ltd.,Active,Z ,2,INE086E01021,Realty,Equity,508996
669,"Transoceanic Properties Ltd.,",TRANOCE,Transoceanic Properties Ltd.,Active,XT,10,INE074J01018,Misc.Commercial Services,Equity,509003
670,AuSom Enterprise Limited,AUSOMENT,Ausom Enterprise Limited,Active,T ,10,INE218C01016,Comm.Trading  & Distribution,Equity,509009
671,Thakral Services (India) Limited,THAKRAL,Thakral Services (India) Ltd.,Active,X ,3,INE190F01028,Electronic Components,Equity,509015
672,Ruchi Infrastructure Ltd,RUCHINFRA,Ruchi Infrastructure Ltd.,Active,T ,1,INE413B01023,Misc.Commercial Services,Equity,509020
673,VJTF Eduservices Limited,VJTFEDU,Vjtf Eduservices Ltd.,Active,XT,10,INE117F01013,Education,Equity,509026
674,"Voltaire Leasing & Finance Ltd.,",VOLLF,Voltaire Leasing & Finance Ltd.,Active,X ,10,INE763D01019,Finance (including NBFCs),Equity,509038
675,Netlink Solutions (India) Ltd.,NETLINK,Netlink Solutions (India) Ltd.,Active,XT,10,INE040F01033,IT Software Products,Equity,509040
676,"Leena Consultancy Ltd.,",ZLEENCON,Leena Consultancy Ltd.,Active,P ,10,INE778N01016,Misc.Commercial Services,Equity,509046
677,Lancor Holdings Ltd.,LANCORHOL,Lancor Holdings Ltd.,Active,XT,2,INE572G01025,Realty,Equity,509048
678,"Indian Infotech And Software Ltd.,",INDINFO,Indian Infotech & Software Ltd.,Active,XT,1,INE300B01022,IT Software Products,Equity,509051
679,Banas Finance Limited,BANASFN,Banas Finance Ltd.,Active,X ,10,INE521L01030,Misc.Commercial Services,Equity,509053
680,"Visaka Industries Ltd.,",VISAKAIND,Visaka Industries Ltd.,Active,B ,10,INE392A01013,Cement & Cement Products,Equity,509055
681,Hathway Bhawani Cabletel & Datacom,HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd.,Active,XT,10,INE525B01016,Broadcasting & Cable TV,Equity,509073
682,Pressman Advertising Limited,PRESSMN,Pressman Advertising Limited,Active,B ,2,INE980A01023,Advertising & Media,Equity,509077
683,Gufic BioSciences Ltd.,GUFICBIO,Gufic Biosciences Ltd.,Active,B ,1,INE742B01025,Pharmaceuticals,Equity,509079
684,Photon Capital Advisors Ltd,PHOTON,Photon Capital Advisors Ltd.,Active,XT,10,INE107J01016,Misc.Commercial Services,Equity,509084
685,"Oswal Leasing Ltd.,",OSWALEA,Oswal Leasing Ltd.,Active,P ,10,INE811Q01018,Misc.Commercial Services,Equity,509099
686,GRP Limited,GRPLTD,Grp Ltd.,Active,B ,10,INE137I01015,Auto Tyres & Rubber Products,Equity,509152
687,"Indag Rubber Ltd.,",INDAG,Indag Rubber Ltd.-$,Active,X ,2,INE802D01023,Auto Tyres & Rubber Products,Equity,509162
688,"M.M. Rubber Company Ltd.,",MMRUBBR-B,Mm Rubber Company Ltd.,Active,X ,2,INE159E01026,Auto Tyres & Rubber Products,Equity,509196
689,PTL Enterprises Ltd,PTL,Ptl Enterprises Ltd.-$,Active,B ,2,INE034D01031,Comm.Trading  & Distribution,Equity,509220
690,"TVS Srichakra Ltd.,",TVSSRICHAK,Tvs Srichakra Ltd.-$,Active,A ,10,INE421C01016,Auto Tyres & Rubber Products,Equity,509243
691,Sanathnagar Enterprises Limited,SEL,Sanathnagar Enterprises Limited,Active,X ,10,INE367E01033,Commodity Chemicals,Equity,509423
692,Benares Hotels Ltd,BENARAS,Benares Hotels Ltd.,Active,X ,10,INE664D01019,Hotels,Equity,509438
693,"Bhagwati Oxygen Ltd.,",BHAGWOX,Bhagwati Oxygen Ltd.,Active,XT,10,INE026I01010,Commodity Chemicals,Equity,509449
694,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Bombay Oxygen Investments Ltd,Active,X ,100,INE01TL01014,Finance (including NBFCs),Equity,509470
695,Cravatex Ltd.,CRAVATEX,Cravatex Ltd.,Active,X ,10,INE145E01017,Comm.Trading  & Distribution,Equity,509472
696,Berger Paints India Ltd,BERGEPAINT,Berger Paints India Ltd.,Active,A ,1,INE463A01038,Furniture-Furnishing-Paints,Equity,509480
697,"Caprihans India Ltd.,",CAPRIHANS,Caprihans India Ltd.-$,Active,X ,10,INE479A01018,Plastic Products,Equity,509486
698,Graphite India Ltd.,GRAPHITE,Graphite India Ltd.,Active,A ,2,INE371A01025,Other Industrial Goods,Equity,509488
699,ITD Cementation India Ltd,ITDCEM,Itd Cementation India Ltd.,Active,A ,1,INE686A01026,Construction & Engineering,Equity,509496
700,"Empire Industries Ltd.,",EMPIND,Empire Industries Ltd.,Active,X ,10,INE515H01014,Diversified,Equity,509525
701,Graviss Hospitality Ltd,GRAVISSHO,Graviss Hospitality Ltd.,Active,X ,2,INE214F01026,Hotels,Equity,509546
702,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10,INE276A01018,Textiles,Equity,509557
703,"Garware Marine Industries Ltd.,",GARWAMAR,Garware Marine Industries Ltd.,Active,X ,10,INE925D01014,Textiles,Equity,509563
704,"Goa Carbon Ltd.,",GOACARBON,Goa Carbon Ltd.-$,Active,B ,10,INE426D01013,Refineries/ Petro-Products,Equity,509567
705,"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS,Hardcastle & Waud Mfg.Co.Ltd.,Active,X ,10,INE722D01015,Specialty Chemicals,Equity,509597
706,HEG Ltd.,HEG,HEG Ltd.,Active,A ,10,INE545A01016,Other Industrial Goods,Equity,509631
707,Hindustan Composites Ltd,HINDCOMPOS,Hindustan Composites Ltd.,Active,B ,5,INE310C01029,Auto Parts & Equipment,Equity,509635
708,"Hindustan Housing Co. Ltd.,",ZHINDHSG,Hindustan Housing Co.Ltd.,Active,XT,25,INE083O01019,Housing Finance ,Equity,509650
709,HIL Limited,HIL,Hil Ltd.,Active,A ,10,INE557A01011,Cement & Cement Products,Equity,509675
710,Indian Card Clothing Ltd,INDIANCARD,Indian Card Clothing Co.Ltd.,Active,T ,10,INE061A01014,Textiles,Equity,509692
711,"International Conveyors Ltd.,",INTLCONV,International Conveyors Ltd.,Active,X ,1,INE575C01027,Plastic Products,Equity,509709
712,"Jay Shree Tea & Industries Ltd.,",JAYSHREETEA,Jay Shree Tea & Industries Ltd.,Active,B ,5,INE364A01020,Tea & Coffee,Equity,509715
713,Modern Shares and Stockbrokers Ltd.,MODRNSH,Modern Shares & Stockbrokers Ltd.,Active,XT,10,INE370A01019,Other Financial Services,Equity,509760
714,"Oseaspre Consultants Ltd.,",OSEASPR,Oseaspre Consultants Ltd.,Active,XT,10,INE880P01015,Misc.Commercial Services,Equity,509782
715,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,Active,A ,2,INE275B01026,Containers & Packaging,Equity,509820
716,"Premier Synthetics Ltd.,",PREMSYN,Premier Synthetics Ltd.,Active,XT,10,INE940N01012,Textiles,Equity,509835
717,"R.J. Shah & Co. Ltd.,",RJSHAH,R.J.Shah & Co.Ltd.,Active,P ,10,INE712Z01019,Realty,Equity,509845
718,"Shah Construction Co. Ltd.,",SHAHCON,Shah Construction Co.Ltd.,Active,XT,100,INE02C301011,Realty,Equity,509870
719,Shalimar Paints Ltd.,SHALPAINTS,Shalimar Paints Ltd.-$,Active,B ,2,INE849C01026,Furniture-Furnishing-Paints,Equity,509874
720,"Sinnar Bidi Udyog Ltd.,",SINNAR,Sinnar Bidi Udyog Ltd.,Active,XT,5,INE896E01023,Cigarettes-Tobacco Products,Equity,509887
721,Hindoostan Mills Ltd.,HINDMILL,Hindoostan Mills Ltd.,Active,X ,10,INE832D01020,Textiles,Equity,509895
722,"Southern Gas Ltd.,",ZSOUTGAS,Southern Gas Ltd.,Active,P ,100,INE532U01012,Commodity Chemicals,Equity,509910
723,"Technojet Consultants Ltd.,",TECHCON,Technojet Consultants Ltd.,Active,XT,10,INE881P01013,Electronic Components,Equity,509917
724,"Supreme Industries Ltd.,",SUPREMEIND,Supreme Industries Ltd.,Active,A ,2,INE195A01028,Plastic Products,Equity,509930
725,"Thacker & Co. Ltd.,",THACKER,Thacker & Co.Ltd.,Active,XT,1,INE077P01034,Other Financial Services,Equity,509945
726,"Trade Wings Ltd.,",TRADWIN,Trade Wings Ltd.,Active,Z ,10,INE961E01017,Travel Support Services,Equity,509953
727,"VST Industries Ltd.,",VSTIND,Vst Industries Ltd.,Active,A ,10,INE710A01016,Cigarettes-Tobacco Products,Equity,509966
728,"Swasti Vinayaka Synthetics Ltd.,",SWASTIVI,Swasti Vinayaka Synthetics Ltd.,Active,X ,1,INE804A01025,Comm.Trading  & Distribution,Equity,510245
729,Madhusudan Securities Ltd,MADHUSE,Madhusudan Securities Ltd.,Active,XT,10,INE856D01011,Finance (including NBFCs),Equity,511000
730,Yamini Investments Company Limited,YAMNINV,Yamini Investments Company Ltd.,Active,XT,1,INE457N01025,Investment Companies,Equity,511012
731,"Premier Capital Services Ltd.,",PREMCAP,Premier Capital Services Ltd.,Active,XT,1,INE946K01023,Other Elect.Equip./ Prod.,Equity,511016
732,MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN,Milgrey Finance & Investments Ltd,Active,P ,10,INE679T01013,Misc.Commercial Services,Equity,511018
733,"Jindal Drilling & Industries Ltd.,",JINDRILL,Jindal Drilling & Industries Ltd.,Active,B ,5,INE742C01031,Exploration & Production,Equity,511034
